X,Y,OBJECTID,FACNAME,FACTYPE,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,AREACODE,PHONE,FIPS,TYPE,COUNTY
-84.27076725,33.77013962,2449,Museum School of Avondale Estates (The),30,923 Forrest Blvd, ,Decatur,Georgia,30030,404,289-0320,13089,Elementary School,Dekalb
-84.13555615,33.74533327,2456,Redan Elementary School,30,1914 Stone Mountain-Lithonia Road, ,Lithonia,Georgia,30058,678,676-3502,13089,Elementary School,Dekalb
-84.18936226,33.67710492,2460,Browns Mill Elementary School,30,4863 Browns Mill Road, ,Lithonia,Georgia,30038,678,676-8302,13089,Elementary School,Dekalb
-84.29710729,33.67605868,2465,Cedar Grove Elementary School,30,2330 River Road, ,Ellenwood,Georgia,30294,678,874-3902,13089,Elementary School,Dekalb
-84.3311817,33.74060909,2466,Burgess-Peterson Academy,30,480 Clifton Street SE, ,Atlanta,Georgia,30316,404,802-3400,13089,Elementary School,Dekalb
-84.327958,33.75488101,2467,Toomer Elementary School,30,65 Rogers Street NE, ,Atlanta,Georgia,30317,404,802-3450,13089,Elementary School,Dekalb
-84.33787703,34.09309913,2573,Crabapple Crossing Elementary School,30,12775 Birmingham Highway, ,Alpharetta,Georgia,30004,770,740-7055,13121,Elementary School,Fulton
-84.24189163,34.07398387,2576,Creek View Elementary School,30,3995 Webb Bridge Road, ,Alpharetta,Georgia,30005,770,667-2932,13121,Elementary School,Fulton
-84.19736554,34.05627846,2578,Abbotts Hill Elementary School,30,5575 Abbotts Bridge Road, ,Duluth,Georgia,30097,770,667-2860,13121,Elementary School,Fulton
-84.1864076,34.06067002,2579,Findley Oaks Elementary School,30,5880 Finley Chase Drive, ,Duluth,Georgia,30097,770,497-3800,13121,Elementary School,Fulton
-84.2123053,34.07015622,2580,Lake Windward Elementary School,30,11770 East Fox Court, ,Alpharetta,Georgia,30005,470,254-7050,13121,Elementary School,Fulton
-84.19832069,34.02149762,2581,State Bridge Crossing Elementary School,30,5530 State Bridge Road, ,Johns Creek,Georgia,30022,470,254-3850,13121,Elementary School,Fulton
-84.12914648,34.04548577,2582,Shakerag  Elementary School,30,10882 Rogers Circle Road, ,Johns Creek,Georgia,30097,470,254-3880,13121,Elementary School,Fulton
-84.23276159,34.03625589,2583,Dolvin Elementary School,30,10495 Jones Bridge Road, ,Alpharetta,Georgia,30022,770,740-7020,13121,Elementary School,Fulton
-84.23102202,34.05284973,2584,Ocee Elementary School,30,4375 Kimball Bridge Road, ,Johns Creek,Georgia,30022,470,254-2960,13121,Elementary School,Fulton
-84.25025066,34.01112741,2585,Barnwell Elementary School,30,9425 Barnwell Road, ,Johns Creek,Georgia,30022,770,552-4960,13121,Elementary School,Fulton
-84.27409841,34.05171404,2587,New Prospect Elementary School,30,3055 Kimball Bridge Road, ,Alpharetta,Georgia,30022,470,254-2800,13121,Elementary School,Fulton
-84.33174156,34.03615158,2588,Mimosa Elementary School,30,1550 Warsaw Road, ,Roswell,Georgia,30076,470,254-4540,13121,Elementary School,Fulton
-84.30661601,34.02968601,2589,Northwood Elementary School,30,10200 Wooten Road, ,Roswell,Georgia,30076,470,254-6390,13121,Elementary School,Fulton
-84.31793639,34.01139242,2591,Esther Jackson Elementary School,30,1400 Martin Road, ,Roswell,Georgia,30076,770,594-5290,13121,Elementary School,Fulton
-84.33698331,34.06018943,2593,Hembree Springs Elementary School,30,815 Hembree Road, ,Roswell,Georgia,30076,470,254-2902,13121,Elementary School,Fulton
-84.30163701,34.08160253,2594,Alpharetta Elementary School,30,192 Mayfield Road, ,Alpharetta,Georgia,30004,770,740-7015,13121,Elementary School,Fulton
-84.29555674,34.0109539,2597,Hillside Elementary School,30,9250 Scott Road, ,Roswell,Georgia,30076,470,254-6362,13121,Elementary School,Fulton
-84.34276012,33.9768556,2598,Dunwoody Springs Elementary School,30,8100 Roberts Drive, ,Atlanta,Georgia,30350,770,673-4060,13121,Elementary School,Fulton
-84.36991917,33.89918938,2601,High Point Elementary School,30,520 Greenland Road NE, ,Sandy Springs,Georgia,30342,470,254-7716,13121,Elementary School,Fulton
-84.57469638,33.57262175,2605,Campbell Elementary School,30,91 Elder Street, ,Fairburn,Georgia,30213,770,969-3430,13121,Elementary School,Fulton
-84.39811073,33.72483039,2609,Kimberly Elementary School,30,1090 Windsor St SW, ,Atlanta,Georgia,30310,404,802-7600,13121,Elementary School,Fulton
-84.37248357,33.69811414,2617,Dobbs Elementary School,30,2025 Jonesboro Road SE, ,Atlanta,Georgia,30315,404,802-8050,13121,Elementary School,Fulton
-84.50383081,33.77627555,2620,Towns Elementary School,30,760 Bolton Road NW, ,Atlanta,Georgia,30331,404,802-7400,13121,Elementary School,Fulton
-84.46498092,33.69569776,2673,Hamilton E. Holmes Elementary School,30,2301 Connally Drive,,East Point,Georgia,30344,470,254-3092,13121,Elementary School,Fulton
-84.18269456,34.035757,2680,Wilson Creek Elementary School,30,6115 Wilson Road,,Johns Creek,Georgia,30097,470,254-3811,13121,Elementary School,Fulton
-84.34048167,34.14469271,2683,Birmingham Falls Elementary School,30,14865 Birmingham Highway,,Milton,Georgia,30004,770,667-2820,13121,Elementary School,Fulton
-84.28319748,34.10494474,2686,Cogburn Woods Elementary School,30,13080 Cogburn Road,,Alpharetta,Georgia,30004,770,667-2845,13121,Elementary School,Fulton
-84.57886796,33.59763218,2689,Liberty Point Elementary School,30,9000 Highpoint Road,,Union City,Georgia,30291,470,254-3510,13121,Elementary School,Fulton
-84.51405665,33.59797847,2690,Feldwood Elementary School,30,5790 Feldwood Road,,College Park,Georgia,30349,404,765-2001,13121,Elementary School,Fulton
-84.38567455,33.91683599,2692,Lake Forest Elementary School,30,5920 Sandy Springs Circle NE,,Sandy Springs,Georgia,30328,470,254-8740,13121,Elementary School,Fulton
-84.52705572,33.55666559,2693,Oakley Elementary School,30,7220 Oakley Terrace,,Union City,Georgia,30291,470,254-4050,13121,Elementary School,Fulton
-84.34671634,33.7752427,2698,Springdale Park Elementary School,30,1246 Ponce De Leon Avenue NE,,Atlanta,Georgia,30306,404,802-6050,13089,Elementary School,Dekalb
-84.56073962,33.70447405,2885,A. Philip Randolph Elementary School,,5320 Campbellton Road SW,,Atlanta,Georgia,30331,404,346-6520,,Elementary School,Fulton
-84.29598604,33.92807659,2950,Chesnut Elementary School,30,4576 North Peachtree Road, ,Dunwoody,Georgia,30338,678,676-7102,13089,Elementary School,Dekalb
-84.21830845,33.67912999,2957,Chapel Hill Elementary School,30,3536 Radcliffe Boulevard, ,Decatur,Georgia,30034,678,676-8402,13089,Elementary School,Dekalb
-84.13117166,33.65048864,2887,Arabia Mountain High School,,6610 Browns Mill Rd,,Lithonia,Georgia,30038,678,875-3602,,High School ,Dekalb
-84.38107983,34.06273283,1539,Roswell High School,13,11595 King Road, ,Roswell,Georgia,30075,770,552-4500,13121,High School ,Fulton
-84.48948874,33.69905893,1550,Therrell High School,13,3099 Panther Trail SW, ,Atlanta,Georgia,30311,404,346-2523,13121,High School ,Fulton
-84.42075736,33.75333899,1560,Washington Evening High School,13,45 White House Drive SW, ,Atlanta,Georgia,30314,404,752-0733,13121,High School ,Fulton
-84.32574504,33.70516523,1577,Ronald E. McNair Sr. High School,13,1804 Bouldercrest Road SE, ,Atlanta,Georgia,30316,404,241-5000,13089,High School ,Dekalb
-84.28481428,33.84519846,1582,Lakeside High School,13,3801 Briarcliff Road NE, ,Atlanta,Georgia,30345,678,874-6702,13089,High School ,Dekalb
-84.1782355,33.75854519,1587,Redan High School,13,5247 Redan Road, ,Stone Mountain,Georgia,30088,770,469-1500,13089,High School ,Dekalb
-84.20204433,33.81046849,1589,Stone Mountain High School,13,4555 Central Drive, ,Stone Mountain,Georgia,30083,404,294-5413,13089,High School ,Dekalb
-84.23858214,33.80527863,1591,Dekalb Alternative,13,955 N Indian Creek Drive, ,Clarkston,Georgia,30021,678,676-2876,13089,High School ,Dekalb
-84.33109119,33.74688934,1534,Alonzo A. Crim Open Campus High School,13,256 Clifton Street SE, ,Atlanta,Georgia,30317,404,371-4881,13089,High School ,Dekalb
-84.37117644,33.78083284,1535,Grady High School,13,929 Charles Allen Drive NE, ,Atlanta,Georgia,30309,404,802-3001,13121,High School ,Fulton
-84.20765723,34.04910806,1537,Chattahoochee High School,13,5230 Taylor Road, ,Johns Creek,Georgia,30022,770,521-7600,13121,High School ,Fulton
-84.29918878,34.07724754,1540,Independence High School,13,86 School Drive, ,Alpharetta,Georgia,30009,470,254-7611,13121,High School ,Fulton
-84.36295739,33.9575675,1541,North Springs Charter High School,13,7447 Roswell Road, ,Sandy Springs,Georgia,30328,470,254-2490,13121,High School ,Fulton
-84.41712071,33.91750999,1542,Riverwood International Charter School,13,5900 Raider Drive NW, ,Atlanta,Georgia,30328,470,254-1980,13121,High School ,Fulton
-84.44520721,33.86686805,1543,North Atlanta High School,13,4111 Northside Parkway NW, ,Atlanta,Georgia,30327,404,802-4700,13121,High School ,Fulton
-84.62778812,33.55815761,1544,Creekside High School,13,7405 Herndon Road, ,Fairburn,Georgia,30213,770,969-6070,13121,High School ,Fulton
-84.51934058,33.59070205,1545,Benjamin Banneker High School,13,6015 Feldwood Road, ,College Park,Georgia,30349,770,969-3410,13121,High School ,Fulton
-84.57576198,33.68928057,1546,Westlake High School,13,2400 Union Road SW, ,Atlanta,Georgia,30331,470,254-6400,13121,High School ,Fulton
-84.4680485,33.76117213,1547,Douglass High School,13,225 Hamilton E. Holmes Dr NW, ,Atlanta,Georgia,30318,404,802-3100,13121,High School ,Fulton
-84.50389833,33.73334662,1549,Mays High School,13,3450 Benjamin E Mays Dr SW, ,Atlanta,Georgia,30331,404,802-5100,13121,High School ,Fulton
-84.44997514,33.65670236,1551,Frank McClarin High School,13,3605 Main Street, ,College Park,Georgia,30337,470,254-8081,13121,High School ,Fulton
-84.42077344,33.75427343,1554,Booker T. Washington High School,13,45 White House Drive SW, ,Atlanta,Georgia,30314,404,802-4600,13121,High School ,Fulton
-84.36185729,33.73918819,1557,Maynard H. Jackson High School,13,801 Glenwood Avenue SE, ,Atlanta,Georgia,30316,404,802-5200,13089,High School ,Dekalb
-84.43670403,33.68463791,1558,Tri-Cities High School,13,2575 Harris Street,,East Point,Georgia,30344,470,254-8200,13121,High School ,Fulton
-84.38905778,33.71912065,1561,New Schools at Carver,13,55 McDonough Boulevard, ,Atlanta,Georgia,30315,404,802-4415,13121,High School ,Fulton
-84.2909191,34.00692694,1562,Centennial High School,13,9310 Scott Road, ,Roswell,Georgia,30076,770,650-4230,13121,High School ,Fulton
-84.31542041,33.94556367,1573,Dunwoody High School,13,5035 Vermack Road, ,Dunwoody,Georgia,30338,678,874-8502,13089,High School ,Dekalb
-84.29446389,33.67632533,1576,Cedar Grove High School,13,2360 River Road, ,Ellenwood,Georgia,30294,678,874-4002,13089,High School ,Dekalb
-84.30617907,33.89782049,1578,Chamblee High School,13,3688 Chamblee-Dunwoody Road, ,Chamblee,Georgia,30341,678,676-6902,13089,High School ,Dekalb
-84.3379611,33.84367337,1579,Cross Keys High School,13,1626 N. Druid Hills Road NE, ,Atlanta,Georgia,30319,678,874-6102,13089,High School ,Dekalb
-84.32514832,33.82555594,1580,Open Campus High School,13,2415-A North Druid Hills Road NE, ,Atlanta,Georgia,30329,678,676-2602,13089,High School ,Dekalb
-84.32080112,33.8293552,1581,Margaret Harris Comprehensive School,13,1634 Knob Hill Drive NE, ,Atlanta,Georgia,30329,678,874-7002,13089,High School ,Dekalb
-84.3158842,33.79350649,1583,Druid Hills High School,13,1798 Haygood Drive NE, ,Atlanta,Georgia,30307,678,874-6302,13089,High School ,Dekalb
-84.22457231,33.70199542,1584,Southwest Dekalb High School,13,2863 Kelley Chapel Road, ,Decatur,Georgia,30034,678,874-1902,13089,High School ,Dekalb
-84.11041244,33.71471225,1585,Lithonia Middle School,13,2451 Randall Avenue, ,Lithonia,Georgia,30058,678,875-0702,13089,High School ,Dekalb
-84.12468365,33.77449328,1586,Stephenson High School,13,701 Stephenson Road, ,Stone Mountain,Georgia,30087,678,676-4202,13089,High School ,Dekalb
-84.2368577,33.79311558,1588,Clarkston High School,13,618 N. Indian Creek Drive, ,Clarkston,Georgia,30021,678,676-5302,13089,High School ,Dekalb
-84.21629943,33.85614933,1590,Tucker High School,13,5036 LaVista Road, ,Tucker,Georgia,30084,678,874-3702,13089,High School ,Dekalb
-84.29715671,33.77093124,1593,Decatur High School,13,310 N. McDonough Street, ,Decatur,Georgia,30030,404,370-4420,13089,High School ,Dekalb
-84.23649884,33.74716579,1594,Towers High School,13,3919 Brookcrest Circle, ,Decatur,Georgia,30032,678,874-2202,13089,High School ,Dekalb
-84.2503682,33.72766718,1595,Columbia High School,13,2106 Columbia Drive, ,Decatur,Georgia,30032,678,874-0802,13089,High School ,Dekalb
-84.19462633,33.83185958,1596,Jim Cherry Teacher Center,13,1701 Mountain Industrial Boulvard, ,Stone Mountain,Georgia,30083,678,676-2400,13089,High School ,Dekalb
-84.19901633,33.66099371,2461,Martin Luther King Jr. High School,13,3991 Snapfinger Road, ,Lithonia,Georgia,30038,678,874-5410,13089,High School ,Dekalb
-84.30866606,34.02065576,2590,Fulton County Charter High for Math & Science,13,2000 Holcomb Wood Parkway Suite 36, ,Roswell,Georgia,30076,770,645-1105,13121,High School ,Fulton
-84.33605696,34.09936248,2678,Milton High School,13,13025 Birmingham Highway,,Milton,Georgia,30004,770,740-7000,13121,High School ,Fulton
-84.25530124,34.07547006,2682,Alpharetta High School,13,3595 Webb Bridge Road,,Alpharetta,Georgia,30005,770,521-7640,13121,High School ,Fulton
-84.1293063,33.72506329,2457,Lithonia High School,13,2440 Phillips Road, ,Lithonia,Georgia,30058,678,676-2902,13089,High School ,Dekalb
-84.14877414,33.70987374,2662,Miller Grove High School,13,2645 Dekalb Medical Parkway,,Lithonia,Georgia,30058,678,875-1102,13089,High School ,Dekalb
-84.17764039,34.03912116,2679,Northview High School ,13,10625 Parsons Road,,Johns Creek,Georgia,30097,470,254-3828,13121,High School ,Fulton
-84.19448337,34.02314056,2681,Johns Creek High School,13,5575 State Bridge Road,,Johns Creek,Georgia,30022,470,254-2138,13121,High School ,Fulton
-84.6340854,33.61656294,2695,Langston Hughes High School,13,7510 Hall Road,,Fairburn,Georgia,30213,470,254-3620,13121,High School ,Fulton
-84.27567587,34.11829143,2697,Cambridge High School,13,2845 Bethany Bend Road ,,Milton,Georgia,30004,470,254-2883,13121,High School ,Fulton
-84.47949441,33.78905842,2699,Coretta Scott King Young Women's Leadership Academy High School,13,1190 Northwest Drive NW,,Atlanta,Georgia,30318,404,802-4900,13121,High School ,Fulton
-84.49899547,33.76962497,1548,Harper-Archer Middle School,31,3399 Collier Dr NW, ,Atlanta,Georgia,30331,404,802-6500,13121,Middle School,Fulton
-84.29551111,33.68715023,254,Cedar Grove Middle School,31,2300 Wildcat Road, ,Decatur,Georgia,30294,678,874-4202,13089,Middle School,Dekalb
-84.2714767,33.89141077,257,Sequoyah Middle School,31,3456 Aztec Drive, ,Doraville,Georgia,30340,678,676-7902,13089,Middle School,Dekalb
-84.11581416,33.77418538,262,Stephenson Middle School,31,922 Stephenson Road, ,Stone Mountain,Georgia,30087,678,676-4402,13089,Middle School,Dekalb
-84.29762807,33.71868703,277,McNair Middle School,31,2190 Wallingford Drive, ,Decatur,Georgia,30032,678,874-5102,13089,Middle School,Dekalb
-84.48205987,33.59430174,384,McNair Middle School,31,2800 Burdette Road, ,College Park,Georgia,30349,770,991-4160,13121,Middle School,Fulton
-84.35915635,33.89812475,391,Ridgeview Middle School,31,5340 Trimble Road NE, ,Atlanta,Georgia,30342,404,843-7710,13121,Middle School,Fulton
-84.41917497,33.71484008,620,Sylvan Hills Middle School,31,1461 Sylvan Road SW, ,Atlanta,Georgia,30310,404,802-6200,13121,Middle School,Fulton
-84.29903227,33.76814152,693,Renfroe Middle School,31,220 West College Avenue, ,Decatur,Georgia,30030,404,370-4440,13089,Middle School,Dekalb
-84.29683272,33.93098379,250,Peachtree Charter Middle School,31,4664 North Peachtree Road, ,Atlanta,Georgia,30338,678,676-7702,13089,Middle School,Dekalb
-84.21631091,33.67998286,252,Chapel Hill Middle School,31,3535 Dogwood Farm Road, ,Decatur,Georgia,30034,678,676-8502,13089,Middle School,Dekalb
-84.31071427,33.8966601,260,Chamblee Middle School,31,3601 Sexton Woods Drive, ,Chamblee,Georgia,30341,678,874-8202,13089,Middle School,Dekalb
-84.25157816,33.86710027,269,Henderson Middle School,31,2830 Henderson Mill Road, ,Chamblee,Georgia,30341,678,874-2902,13089,Middle School,Dekalb
-84.27303263,33.81932096,270,Druid Hills Middle School,31,3100 Mount Olive Drive, ,Decatur,Georgia,30033,678,874-7602,13089,Middle School,Dekalb
-84.36423092,34.04046903,382,Crabapple Middle School,31,10700 Crabapple Road, ,Roswell,Georgia,30075,770,552-4520,13121,Middle School,Fulton
-84.52782187,33.6374594,383,Camp Creek Middle School,31,4345 Welcome All Road, ,College Park,Georgia,30349,404,669-8030,13121,Middle School,Fulton
-84.46559981,33.68866764,390,Paul D. West Middle School,31,2376 Headland Drive, ,East Point,Georgia,30344,470,254-8130,13121,Middle School,Fulton
-84.48106031,33.66764479,392,Woodland Middle School,31,2745 Stone Road, ,East Point,Georgia,30344,470,254-2182,13121,Middle School,Fulton
-84.33951454,33.99701397,401,Sandy Springs Charter Middle School,31,8750 Colonel Drive NE, ,Atlanta,Georgia,30350,770,552-4970,13121,Middle School,Fulton
-84.38743907,33.70899969,626,Price Middle School,31,1670 Benjamin Weldon Bickers Drive, ,Atlanta,Georgia,30315,404,802-6300,13121,Middle School,Fulton
-84.327958,33.75488101,630,King Middle School,31,1571 Hosea L Williams Dr SE, ,Atlanta,Georgia,30317,404,802-5400,13121,Middle School,Fulton
-84.39694916,33.72475495,689,Parks Middle School,31,1090 Windsor Street SW, ,Atlanta,Georgia,30310,404,802-6400,13121,Middle School,Fulton
-84.20160504,33.73421275,2454,Mary McLeod Bethune Middle School,31,5200 Covington Hwy, ,Decatur,Georgia,30035,678,875-0302,13089,Middle School,Dekalb
-84.18352477,33.72385088,2455,Miller Grove Middle School,31,2215 Miller Road, ,Decatur,Georgia,30035,678,676-8902,13089,Middle School,Dekalb
-84.17198078,33.67694209,2458,Salem Middle School,31,5333 Salem Road, ,Lithonia,Georgia,30058,678,676-9402,13089,Middle School,Dekalb
-84.23151962,34.06696095,2577,Webb Bridge Middle School,31,4455 Webb Bridge Road, ,Alpharetta,Georgia,30005,770,667-2940,13121,Middle School,Fulton
-84.20918256,34.05282549,2592,Taylor Road Middle School,31,5150 Taylor Road, ,Alpharetta,Georgia,30022,770,740-7090,13121,Middle School,Fulton
-84.62626415,33.55630158,2606,Bear Creek Middle School,31,7415 Herndon Road, ,Fairburn,Georgia,30213,770,969-6080,13121,Middle School,Fulton
-84.42114892,33.73398655,2612,Brown Middle School,31,765 Peeples Street SW, ,Atlanta,Georgia,30311,404,802-6800,13121,Middle School,Fulton
-84.21422601,33.84727501,2819,Tucker Middle School,31,2160 Idlewood Road,,Tucker,Georgia,30084,678,875-0902,13089,Middle School,Dekalb
-84.26134353,33.77900432,2450,Avondale Middle School,31,3131 Old Rockbridge Road, ,Avondale Estates,Georgia,30002,678,875-0102,13089,Middle School,Dekalb
-84.1962137,33.78224733,2452,Freedom Middle School,31,505 S. Hairston Road, ,Stone Mountain,Georgia,30088,678,874-8702,13089,Middle School,Dekalb
-84.1235126,34.04322714,2571,River Trail Middle School,31,10795 Rogers Circle, ,Johns Creek,Georgia,30097,470,254-3860,13121,Middle School,Fulton
-84.33744592,34.09590271,2574,Northwestern Middle School,31,12805 Birmingham Highway, ,Milton,Georgia,30004,470,254-2870,13121,Middle School,Fulton
-84.28228936,34.04052227,2586,Haynes Bridge Middle School,31,10665 Haynes Bridge Rd, ,Alpharetta,Georgia,30022,770,740-7030,13121,Middle School,Fulton
-84.33722372,34.05780723,2596,Elkins Pointe Middle School,31,11290 Elkins Road, ,Roswell,Georgia,30076,770,667-2892,13121,Middle School,Fulton
-84.28323528,33.99346678,2600,Holcomb Bridge Middle School,31,2700 Holcomb Bridge Road, ,Alpharetta,Georgia,30022,470,254-5280,13121,Middle School,Fulton
-84.36264436,33.78247043,2611,Inman Middle School,31,774 Virginia Ave NE, ,Atlanta,Georgia,30306,404,802-3200,13121,Middle School,Fulton
-84.39444697,33.66667997,2618,Long Middle School,31,3200 Latona Drive SW, ,Atlanta,Georgia,30354,404,802-4800,13121,Middle School,Fulton
-84.25359749,33.6973377,2661,Columbia Middle School,31,3001 Coumbia Drive,,Decatur,Georgia,30034,678,875-0502,13089,Middle School,Dekalb
-84.56111389,33.6995318,2676,Sandtown Middle School,31,5400 Campbellton Road SW,,Atlanta,Georgia,30331,470,254-6500,13121,Middle School,Fulton
-84.62176957,33.61636195,2696,Renaissance Middle School,31,7155 Hall Road,,Fairburn,Georgia,30213,770,306-4330,13121,Middle School,Fulton
-84.15678386,33.74161836,2816,Redan Middle School,31,1775 Young Road,,Lithonia,Georgia,30035,678,874-7902,13089,Middle School,Dekalb
-84.21209065,33.83288459,2818,Stone Mountain Middle School,31,4301 Sarr Parkway,,Stone Mountain,Georgia,30083,678,676-4802,13089,Middle School,Dekalb
-84.28104087,34.100629,2923,Hopewell Middle School,31,13060 Cogburn Road,,Milton,Georgia,30004,470,254-3240,13121,Middle School,Fulton
-84.17378292,33.80520045,2966,Champion School (The),,5265 Mimosa Drive,,Stone Mountain,Georgia,30083,678,875-1502,,Middle School,Dekalb
